wikidata_id
Q40956
Q114045
Q4358404
Q1357710
Q16967
Q16967
Q58235
Q1011103
Q286266
Q4970
Q4970
Q42664
Q1191987
Q1361347
Q58178
Q58178
Q10931032
Q10270889
Q1204548
Q58210
Q58210
Q1023793
Q1023793
Q1023774
Q42780
Q42780
Q1226419
Q706161
Q1334217
Q706161
Q713357
Q42635
Q41705
Q41705
Q68814
Q68814
Q68744
Q68744
Q4764330
Q68695
Q68695
Q1374978
Q428587
Q1337868
Q766619
Q68481
Q68481
Q262208
Q1168209
Q204827
Q204827
Q17033140
Q1374581
Q1374581
Q241877
Q241877
Q14471971
Q68919
Q1149660
Q17498990
Q17498990
Q17031936
Q1337926
Q94945
Q639862
Q639862
Q639862
Q1338032
Q781559
Q781559
Q1025451
Q1025451
Q1375194
Q249996
Q31106
Q22502
Q570509
Q1198091
Q1338218
Q7808213
Q7808213
Q1198324
Q1198385
Q1301199
Q1337959
Q1337959
Q43684
Q43684
Q208471
Q208471
Q10911308
Q404817
Q404817
Q2235155
Q2235155
Q557934
Q557934
Q71323
Q174091
Q215755
Q416748
Q144663
Q927929
Q71323
Q14135188
Q71247
Q1198857
Q1359319
Q1356703
Q1014420
Q1014420
Q266014
Q45761
Q1199641
Q266014
Q11133842
Q11133842
Q360374
Q57970
Q42651
Q360870
Q57958
Q925293
Q44212
Q1334665
Q57818
Q16666
Q1015805
Q46535130
Q42622
Q8686
Q11104671
Q46536920
Q57719
Q662101
Q61985
Q788812
Q57906
Q57052
Q57052
Q363391
Q1356313
Q363166
Q1356516
Q1356667
Q363262
Q1226461
Q11065388
Q11065388
Q1356725
Q216077
Q6807877
Q1336063
Q28794376
Q28794376
Q521512
Q1356725
Q171943
Q171943
Q16963
Q57970
Q1015788
Q428587
Q42651
Q57958
Q925293
Q57818
Q13721719
Q31853195
Q16666
Q8044278
Q113497198
Q662101
Q42622
Q788812
Q11094342
Q11055382
Q662694
Q662241
Q8686
Q11104671
Q46536920
Q1875153
Q1253949
Q661828
Q57906
Q15176
Q15176
Q189633
Q189633
Q571652
Q571652
Q15175
Q15175
Q16572
Q16572
Q34412
Q6482357
Q1023903
Q59218
Q59218
Q1081204
Q1081204
Q11181853
Q1022249
Q1268277
Q1209167
Q1209167
Q3319473
Q14342082
Q14773
Q3319473
Q14342082
Q934465
Q934465
Q1346567
Q15931716
Q2012479
Q1346617
Q59164
Q59164
Q59173
Q47097
Q47097
Q956
Q956
Q197678
Q197678
Q64518
Q1601618
Q1197955
Q474923
Q1196631
Q58584
Q58584
Q1015480
Q4392206
Q2032749
Q956
Q2601521
Q1064185
Q393836
Q4578286
Q956
Q1156678
Q11736
Q393836
Q43407
Q10428329
Q14782428
Q373687
Q217681
Q1198234
Q170247
Q17008118
Q373687
Q1360781
Q1207099
Q10870440
Q46913
Q46913
Q15939727
Q1362530
Q500061
Q1197219
Q1197219
Q1197307
Q1332080
Q15905472
Q15905472
Q14105968
Q14105968
Q612136
Q22099543
Q18111423
Q18111423
Q8475332
Q73119
Q174034
Q1196978
Q72778
Q72778
Q1113750
Q197104
Q473451
Q43407
Q1198208
Q217681
Q162880
Q170247
Q1360781
Q1207099
Q10870440
Q11552388
Q372791
Q10891140
Q47974
Q47974
Q1069968
Q1069968
Q515573
Q515573
Q1201504
Q198072
Q727188
Q280060
Q1201362
Q1201362
Q1339355
Q5826
Q5826
Q19770
Q19770
Q30002
Q30002
Q10475921
Q11725
Q11725
Q10887586
Q43194
Q43194
Q182852
